collect_time,air_temperature,air_humidity,soil_temperature,soil_humidity,ph_value,ec_value,nutrient,light_intensity,co2,wind_speed,rainfall,pest_count,pest_type
2024-09-27 15:28:10,26.2,95,18.1,61.88,6.1,0.20418750000000002,130.68,50.83,420.0,0.0,0.0,0,
2024-09-27 15:28:28,26.2,95,18.1,61.58,6.1,0.201390625,128.89,36.67,420.0,0.0,0.0,0,
2024-09-27 15:29:03,26.2,95,18.1,61.88,6.1,0.201390625,128.89,39.17,420.0,0.0,0.0,0,
2024-09-27 15:29:22,26.2,95,18.1,59.24,6.1,0.24284374999999997,155.42,39.17,420.0,0.0,0.0,0,
2024-09-27 15:29:45,26.2,95,18.1,31.48,6.1,0.20418750000000002,130.68,30.83,420.0,0.0,0.0,0,
2024-09-27 15:30:01,26.3,95,18.1,61.0,6.1,0.1731875,110.84,30.0,420.0,0.0,0.0,0,
2024-09-27 15:30:16,26.3,95,18.1,61.19,6.1,0.17603125,112.66,25.0,420.0,0.0,0.0,0,
2024-09-27 15:30:36,26.3,95,18.1,61.58,6.1,0.178875,114.48,27.5,420.0,0.0,0.0,0,
2024-09-27 15:30:52,26.3,95,18.1,61.78,6.1,0.178875,114.48,27.5,420.0,0.0,0.0,0,
2024-09-27 15:31:10,26.2,95,18.1,61.58,6.1,0.18170312500000002,116.29,32.5,420.0,0.0,0.0,0,
2024-09-27 15:31:28,26.4,95,18.1,61.88,6.1,0.18170312500000002,116.29,45.0,420.0,0.0,0.0,0,
2024-09-27 15:31:52,26.4,95,18.1,61.68,6.1,0.18170312500000002,116.29,48.33,420.0,0.0,0.0,0,
2024-09-27 15:32:08,26.4,95,18.1,61.58,6.1,0.18170312500000002,116.29,45.83,420.0,0.0,0.0,0,
2024-09-27 15:32:27,26.4,95,18.1,61.58,6.1,0.18170312500000002,116.29,56.67,420.0,0.0,0.0,0,
2024-09-27 15:32:45,26.4,95,18.1,61.39,6.1,0.178875,114.48,60.83,420.0,0.0,0.0,0,
2024-09-27 15:33:03,26.4,95,18.1,61.29,6.1,0.18170312500000002,116.29,60.83,420.0,0.0,0.0,0,
2024-09-27 15:33:19,26.4,95,18.2,61.49,6.1,0.18170312500000002,116.29,61.67,420.0,0.0,0.0,0,
2024-09-27 15:33:41,26.4,95,18.2,61.78,6.1,0.18170312500000002,116.29,56.67,420.0,0.0,0.0,0,
2024-09-27 15:33:57,26.4,95,18.1,61.39,6.1,0.18170312500000002,116.29,59.17,420.0,0.0,0.0,0,
2024-09-27 15:34:15,26.4,95,18.1,61.58,6.1,0.178875,114.48,71.67,420.0,0.0,0.0,0,
2024-09-27 15:34:33,26.4,95,18.1,61.39,6.1,0.18170312500000002,116.29,66.67,420.0,0.0,0.0,0,
2024-09-27 15:34:51,26.3,95,18.1,61.09,6.1,0.178875,114.48,50.0,420.0,0.0,0.0,0,
2024-09-27 15:35:15,26.4,95,18.1,61.29,6.1,0.17603125,112.66,45.83,420.0,0.0,0.0,0,
2024-09-27 15:35:31,26.3,95,18.1,62.17,6.1,0.178875,114.48,49.17,420.0,0.0,0.0,0,
2024-09-27 15:35:49,26.2,95,18.1,62.17,6.1,0.18170312500000002,116.29,47.5,420.0,0.0,0.0,0,
2024-09-27 15:36:07,26.2,95,18.2,62.17,6.1,0.18170312500000002,116.29,43.33,420.0,0.0,0.0,0,
2024-09-27 15:36:25,26.2,95,18.2,61.88,6.1,0.18170312500000002,116.29,46.67,420.0,0.0,0.0,0,
2024-09-27 15:36:43,26.2,95,18.2,62.85,6.1,0.18453124999999998,118.1,43.33,420.0,0.0,0.0,0,
2024-09-27 15:37:01,26.1,95,18.2,63.05,6.1,0.18170312500000002,116.29,45.0,420.0,0.0,0.0,0,
2024-09-27 15:37:20,26.1,95,18.2,63.44,6.1,0.178875,114.48,46.67,420.0,0.0,0.0,0,
2024-09-27 15:37:37,26.1,95,18.2,63.54,6.1,0.18170312500000002,116.29,46.67,420.0,0.0,0.0,0,
2024-09-27 15:37:56,26.2,95,18.2,64.22,6.1,0.18453124999999998,118.1,60.0,420.0,0.0,0.0,0,
2024-09-27 15:38:33,26.2,95,18.2,63.93,6.1,0.18453124999999998,118.1,61.67,420.0,0.0,0.0,0,
2024-09-27 15:38:50,26.1,95,18.2,63.93,6.1,0.187359375,119.91,58.33,420.0,0.0,0.0,0,
2024-09-27 15:39:08,26.1,95,18.2,63.64,6.1,0.187359375,119.91,55.83,420.0,0.0,0.0,0,
2024-09-27 15:39:26,26.1,95,18.2,63.64,6.1,0.187359375,119.91,55.83,420.0,0.0,0.0,0,
2024-09-27 15:39:44,26.1,95,18.1,63.54,6.1,0.187359375,119.91,55.0,420.0,0.0,0.0,0,
2024-09-27 15:40:02,26.1,95,18.1,63.93,6.1,0.187359375,119.91,56.67,420.0,0.0,0.0,0,
2024-09-27 15:40:20,26.1,95,18.1,63.64,6.1,0.187359375,119.91,56.67,420.0,0.0,0.0,0,
2024-09-27 15:40:38,26.1,95,18.1,63.83,6.1,0.187359375,119.91,58.33,420.0,0.0,0.0,0,
2024-09-27 15:40:56,26.1,95,18.1,63.54,6.1,0.18453124999999998,118.1,58.33,420.0,0.0,0.0,0,
2024-09-27 15:41:17,26.1,95,18.1,63.44,6.1,0.18453124999999998,118.1,40.0,420.0,0.0,0.0,0,
2024-09-27 15:41:34,26.1,95,18.2,63.93,6.1,0.18453124999999998,118.1,65.83,420.0,0.0,0.0,0,
2024-09-27 15:41:50,26.1,95,18.2,63.83,6.1,0.18453124999999998,118.1,70.83,420.0,0.0,0.0,0,
2024-09-27 15:42:10,26.1,95,18.2,64.13,6.1,0.187359375,119.91,65.0,420.0,0.0,0.0,0,
2024-09-27 15:42:29,26.1,95,18.2,63.64,6.1,0.187359375,119.91,42.5,420.0,0.0,0.0,0,
2024-09-27 15:42:44,26.1,95,18.2,63.83,6.1,0.18453124999999998,118.1,46.67,420.0,0.0,0.0,0,
2024-09-27 15:43:02,26.1,95,18.2,63.73,6.1,0.187359375,119.91,50.0,420.0,0.0,0.0,0,
2024-09-27 15:43:20,26.1,95,18.2,63.54,6.1,0.187359375,119.91,55.0,420.0,0.0,0.0,0,
2024-09-27 15:43:38,26.1,95,18.2,63.83,6.1,0.18453124999999998,118.1,53.33,420.0,0.0,0.0,0,
2024-09-27 15:43:56,26.1,95,18.1,64.22,6.1,0.187359375,119.91,65.83,420.0,0.0,0.0,0,
2024-09-27 15:44:14,26.1,95,18.1,63.83,6.1,0.187359375,119.91,69.17,420.0,0.0,0.0,0,
2024-09-27 15:44:32,26.1,95,18.1,63.93,6.1,0.187359375,119.91,66.67,420.0,0.0,0.0,0,
2024-09-27 15:44:50,26.1,95,18.1,63.64,6.1,0.187359375,119.91,55.83,420.0,0.0,0.0,0,
2024-09-27 15:45:11,26.1,95,18.1,63.83,6.1,0.18453124999999998,118.1,64.17,420.0,0.0,0.0,0,
2024-09-27 15:45:26,26.2,95,18.1,63.83,6.1,0.18453124999999998,118.1,50.83,420.0,0.0,0.0,0,
2024-09-27 15:45:44,26.1,95,18.1,38.42,6.1,0.20418750000000002,130.68,45.0,420.0,0.0,0.0,0,
2024-09-27 15:46:00,26.2,95,18.2,59.92,6.1,0.167484375,107.19,53.33,420.0,0.0,0.0,0,
2024-09-27 15:46:18,26.2,95,18.2,60.41,6.1,0.18170312500000002,116.29,36.67,420.0,0.0,0.0,0,
2024-09-27 15:46:36,26.2,95,18.2,61.49,6.1,0.187359375,119.91,29.17,420.0,0.0,0.0,0,
2024-09-27 15:46:55,26.2,95,18.1,62.46,6.1,0.195796875,125.31,37.5,420.0,0.0,0.0,0,
2024-09-27 15:47:12,26.2,95,18.1,62.56,6.1,0.19859374999999999,127.1,33.33,420.0,0.0,0.0,0,
2024-09-27 15:47:34,26.2,95,18.1,62.85,6.1,0.19859374999999999,127.1,30.0,420.0,0.0,0.0,0,
2024-09-27 15:47:49,26.2,95,18.1,62.95,6.1,0.201390625,128.89,34.17,420.0,0.0,0.0,0,
2024-09-27 15:48:06,26.2,95,18.1,62.76,6.1,0.201390625,128.89,30.0,420.0,0.0,0.0,0,
2024-09-27 15:48:25,26.4,95,18.1,62.76,6.1,0.201390625,128.89,32.5,420.0,0.0,0.0,0,
2024-09-27 15:48:42,26.3,95,18.1,62.76,6.1,0.20418750000000002,130.68,29.17,420.0,0.0,0.0,0,
2024-09-27 15:49:00,26.3,95,18.1,62.95,6.1,0.19859374999999999,127.1,48.33,420.0,0.0,0.0,0,
2024-09-27 15:49:17,26.3,95,18.2,62.76,6.1,0.201390625,128.89,33.33,420.0,0.0,0.0,0,
2024-09-27 15:49:32,26.3,95,18.2,63.05,6.1,0.201390625,128.89,50.83,420.0,0.0,0.0,0,
2024-09-27 15:49:50,26.4,95,18.2,32.26,6.1,0.201390625,128.89,40.83,420.0,0.0,0.0,0,
2024-09-27 15:50:08,26.4,95,18.2,62.17,6.1,0.17603125,112.66,48.33,420.0,0.0,0.0,0,
2024-09-27 15:50:26,26.5,95,18.2,63.05,6.1,0.178875,114.48,35.0,420.0,0.0,0.0,0,
2024-09-27 15:50:44,26.4,95,18.1,63.44,6.1,0.187359375,119.91,25.83,420.0,0.0,0.0,0,
2024-09-27 15:51:05,26.5,95,18.1,63.44,6.1,0.190171875,121.71,27.5,420.0,0.0,0.0,0,
2024-09-27 15:51:20,26.5,95,18.1,63.64,6.1,0.192984375,123.51,30.83,420.0,0.0,0.0,0,
2024-09-27 15:51:38,26.6,95,18.1,63.64,6.1,0.195796875,125.31,33.33,420.0,0.0,0.0,0,
2024-09-27 15:51:57,26.5,95,18.1,63.34,6.1,0.195796875,125.31,35.0,420.0,0.0,0.0,0,
2024-09-27 15:52:14,26.5,95,18.1,63.54,6.1,0.19859374999999999,127.1,30.83,420.0,0.0,0.0,0,
2024-09-27 15:52:32,26.5,95,18.2,63.64,6.1,0.195796875,125.31,32.5,420.0,0.0,0.0,0,
2024-09-27 15:52:50,26.5,95,18.2,63.73,6.1,0.195796875,125.31,22.5,420.0,0.0,0.0,0,
2024-09-27 15:53:08,26.6,95,18.2,63.54,6.1,0.19859374999999999,127.1,30.0,420.0,0.0,0.0,0,
2024-09-27 15:53:29,26.7,95,18.2,63.64,6.1,0.195796875,125.31,25.0,420.0,0.0,0.0,0,
2024-09-27 15:53:45,26.7,95,18.2,63.54,6.1,0.192984375,123.51,23.33,420.0,0.0,0.0,0,
2024-09-27 15:54:00,26.7,95,18.2,0.91,6.1,0.0007968750000000001,0.51,33.0,420.0,0.0,0.0,0,
2024-09-27 15:54:20,26.8,95,18.1,58.36,6.1,0.156015625,99.85,14.17,420.0,0.0,0.0,0,
2024-09-27 15:54:37,26.8,95,18.1,60.7,6.1,0.1731875,110.84,25.0,420.0,0.0,0.0,0,
2024-09-27 15:54:56,26.8,95,18.1,32.36,6.1,0.18170312500000002,116.29,16.67,420.0,0.0,0.0,0,
2024-09-27 15:55:13,26.9,95,18.2,59.63,6.1,0.14735937500000001,94.31,26.67,420.0,0.0,0.0,0,
2024-09-27 15:55:31,26.8,95,18.1,60.7,6.1,0.158890625,101.69,24.17,420.0,0.0,0.0,0,
2024-09-27 15:55:49,26.8,95,18.1,62.56,6.1,0.1731875,110.84,24.17,420.0,0.0,0.0,0,
2024-09-27 15:56:07,26.7,95,18.1,62.85,6.1,0.178875,114.48,28.33,420.0,0.0,0.0,0,
2024-09-27 15:56:25,26.7,95,18.1,63.73,6.1,0.18453124999999998,118.1,35.0,420.0,0.0,0.0,0,
2024-09-27 15:56:43,26.7,95,18.2,63.54,6.1,0.187359375,119.91,40.83,420.0,0.0,0.0,0,
2024-09-27 15:57:01,26.7,95,18.2,63.83,6.1,0.190171875,121.71,28.33,420.0,0.0,0.0,0,
2024-09-27 15:57:19,26.7,95,18.2,63.93,6.1,0.190171875,121.71,30.0,420.0,0.0,0.0,0,
2024-09-27 15:57:26,26.7,95,18.2,64.05,6.1,0.184546875,118.11,43.74,420.0,0.0,0.0,0,
2024-09-27 15:57:37,26.7,95,18.2,64.22,6.1,0.192984375,123.51,29.17,420.0,0.0,0.0,0,
2024-09-27 15:57:55,26.7,95,18.2,63.73,6.1,0.190171875,121.71,45.83,420.0,0.0,0.0,0,
2024-09-27 15:58:13,26.7,95,18.2,64.22,6.1,0.187359375,119.91,35.83,420.0,0.0,0.0,0,
